trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,key_resp.started,Fixation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate,
158,0,158,0,250.36818462500014,251.35555229199963,251.36353941699963,up,1,0.5921217909999541,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
159,0,159,0,251.96480591700038,252.946962084,252.96424124999976,down,1,0.48023041599935823,None,4,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
160,0,160,0,253.44651975000033,254.4306175419997,254.43660558400006,down,1,0.5702038330000505,None,3,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
161,0,161,0,255.0180211249999,256.00512133400025,256.01369191699996,up,1,0.6118651659999159,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
162,0,162,0,256.6348425420001,257.6218475839996,257.6304042920001,up,1,0.5724250410003151,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
163,0,163,0,258.21387566700014,259.1972483749996,259.20322725000005,up,1,3.5463649989997066,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
164,0,164,0,262.76482608399965,263.74755595900024,263.7535701249999,up,1,0.6867627909996372,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
165,0,165,0,264.4522718750004,265.4381425419997,265.44796750000023,up,0,0.6937692910005353,None,-3,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
166,0,166,0,266.15028600000005,267.1308008750002,267.1479621669996,down,0,0.5097817910000231,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
167,0,167,0,267.66466475000016,268.64764724999986,268.6537306250002,down,1,0.757338415999584,None,-5,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
168,0,168,0,269.43135008399986,270.41440470900034,270.4209000000001,down,1,0.6080386240000735,None,2,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
169,0,169,0,271.04775395900015,272.0311085000003,272.0370293750002,down,1,0.7508939569997892,None,-5,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
170,0,170,0,272.7987395420005,273.7810517500002,273.798325834,down,1,0.43907574900003965,None,-4,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
171,0,171,0,274.23556920900046,275.2231965000001,275.2311782500001,up,1,0.4669914579999386,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
172,0,172,0,275.71452958400005,276.6981248339998,276.70415287499964,up,1,0.4835663330004536,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
173,0,173,0,277.19849237499966,278.18132708400026,278.1873450000003,down,1,0.35106941600042774,None,3,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
174,0,174,0,278.5493738340001,279.5313591670001,279.54852295900037,up,1,0.6573230820004028,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
175,0,175,0,280.21490279200043,281.19817445900026,281.20425966699986,down,1,0.8847884160004469,None,1,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
176,0,176,0,282.1042287500004,283.0901783749996,283.09818216700023,down,1,0.5794690409993564,None,2,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
177,0,177,0,283.6866274590002,284.6736008750004,284.6815481249996,up,0,0.805201623999892,None,1,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
178,0,178,0,285.4979602499998,286.4814884589996,286.4879569169998,up,0,0.5239339159998053,None,-2,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
179,0,179,0,287.0309877090003,288.01503800000046,288.0213285,up,1,0.8767969159998756,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
180,0,180,0,288.9151165840003,289.89863562499977,289.90469287500036,down,0,0.6555127499996161,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
181,0,181,0,290.5698998750004,291.55666612500045,291.5650774169999,up,1,0.5285572910006522,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
182,0,182,0,292.10413733400037,293.09014245900016,293.09849008400033,up,1,0.4760543330003202,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
183,0,183,0,293.5869296669998,294.57398512500004,294.58186829199985,up,1,0.57623650000005,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
184,0,184,0,295.16974825000034,296.1566359999997,296.165323917,down,1,0.46650162399964756,None,3,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
185,0,185,0,296.6488460419996,297.6319901249999,297.63809254199987,down,1,0.7244907909998801,None,-3,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
186,0,186,0,298.3830242920003,299.3655532499997,299.371453709,up,0,0.4261049990000174,None,1,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
187,0,187,0,299.8159385839999,300.79882075000023,300.8047274170003,down,1,0.4950292490002539,None,4,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
188,0,188,0,301.31514408400017,302.298811959,302.3055994590004,down,1,0.5109641659992121,None,-2,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
189,0,189,0,302.8326610419999,303.8158169999997,303.82173862499985,down,1,0.48305620700011787,None,2,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
190,0,190,0,304.3154140839997,305.2990143340003,305.3054285420003,down,1,0.4468302909990598,None,1,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
191,0,191,0,305.7660609169998,306.7490931250004,306.75511087500036,up,1,0.7224021239999274,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
192,0,192,0,307.48674779199973,308.47403258400027,308.4824817919998,down,1,0.4757604159995026,None,-5,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
193,0,193,0,308.96657975000016,309.94924416699996,309.95512704199973,down,0,0.45066333300019323,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
194,0,194,0,310.4161409170001,311.399473167,311.4053882090002,down,1,0.636930540999856,None,-5,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
195,0,195,0,312.05430045899993,313.0410377500002,313.0492857090003,down,1,0.5253816659997028,None,3,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
196,0,196,0,313.5832984589997,314.5659027499996,314.5719367920001,down,1,0.4038000410000677,None,-5,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
197,0,197,0,314.98749512500035,315.9740110419998,315.9826736670002,down,1,0.4981561659997169,None,-2,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
198,0,198,0,316.4878134999999,317.4730117500003,317.4832421250003,down,1,0.3894824579992928,None,-4,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
199,0,199,0,317.88286566700026,318.86627362499985,318.8723251669999,down,0,0.3739709999999832,None,0,1,001,2023-09-08_18h30.41.203,orient_discrimination,2023.1.3,None,
